,input_file_name,gene_symbol,gene_name,reference_database_id,reference_database_version,reference_accession,analysis_software_name,analysis_software_version,sequence_identity,input_sequence_id,input_protein_start,input_protein_stop,input_gene_start,input_gene_stop,reference_protein_start,reference_protein_stop,reference_gene_start,reference_gene_stop,strand_orientation,coverage_depth,coverage_percentage,coverage_ratio,reference_gene_length,reference_protein_length,input_gene_length,input_protein_length,drug_class,antimicrobial_agent,resistance_mechanism,AMR Gene Family,Drug Class,Resistance Mechanism,accession_source,accession,drug_class_card,drug_class_ham,True_Positive,drugclass_new,true_positive
817,rgi_report,carA,ABC-F ATP-binding cassette ribosomal protection protein,CARD,card_v1,3002817,rgi,rgi_v1,100.0,NODE_2_length_643018_cov_63.434838_154 ,,,175030.0,175551.0,,,,,+,,31.4,,,,,,tetracyclineantibiotic,,antibiotic target protection,,,,,,,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic,False,tetracycline,true_positive
817,rgi_report,carA,ABC-F ATP-binding cassette ribosomal protection protein,CARD,card_v1,3002817,rgi,rgi_v1,100.0,NODE_2_length_643018_cov_63.434838_154 ,,,175030.0,175551.0,,,,,+,,31.4,,,,,,oxazolidinoneantibiotic,,antibiotic target protection,,,,,,,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic,False,oxazolidinone,true_positive
817,rgi_report,carA,ABC-F ATP-binding cassette ribosomal protection protein,CARD,card_v1,3002817,rgi,rgi_v1,100.0,NODE_2_length_643018_cov_63.434838_154 ,,,175030.0,175551.0,,,,,+,,31.4,,,,,,phenicolantibiotic,,antibiotic target protection,,,,,,,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic,False,phenicol,true_positive
817,rgi_report,carA,ABC-F ATP-binding cassette ribosomal protection protein,CARD,card_v1,3002817,rgi,rgi_v1,100.0,NODE_2_length_643018_cov_63.434838_154 ,,,175030.0,175551.0,,,,,+,,31.4,,,,,,pleuromutilinantibiotic,,antibiotic target protection,,,,,,,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic,False,pleuromutilin,unknown
818,rgi_report,catB3,chloramphenicol acetyltransferase (CAT),CARD,card_v1,3002676,rgi,rgi_v1,100.0,NODE_933_length_1586_cov_126.278903_1 ,,,1.0,495.0,,,,,-,,78.57,,,,,,phenicolantibiotic,,antibiotic inactivation,,,,,,phenicol antibiotic,phenicol antibiotic,False,phenicol,true_positive
819,rgi_report,catI,chloramphenicol acetyltransferase (CAT),CARD,card_v1,3002683,rgi,rgi_v1,100.0,NODE_924_length_1615_cov_66.925000_2,,,681.0,1340.0,,,,,-,,100.0,,,,,,phenicolantibiotic,,antibiotic inactivation,,,,,,phenicol antibiotic,phenicol antibiotic,False,phenicol,true_positive
820,rgi_report,cpxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000830,rgi,rgi_v1,98.25,NODE_90_length_113813_cov_65.224907_54,,,60401.0,61774.0,,,,,+,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,aminocoumarin antibiotic;aminoglycoside antibiotic,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
820,rgi_report,cpxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000830,rgi,rgi_v1,98.25,NODE_90_length_113813_cov_65.224907_54,,,60401.0,61774.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,aminocoumarin antibiotic;aminoglycoside antibiotic,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
821,rgi_report,cpxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000830,rgi,rgi_v1,99.56,NODE_166_length_72938_cov_64.752411_25,,,22451.0,23824.0,,,,,+,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,aminocoumarin antibiotic;aminoglycoside antibiotic,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
821,rgi_report,cpxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000830,rgi,rgi_v1,99.56,NODE_166_length_72938_cov_64.752411_25,,,22451.0,23824.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,aminocoumarin antibiotic;aminoglycoside antibiotic,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
822,rgi_report,dfrA12,trimethoprim resistant dihydrofolate reductase dfr,CARD,card_v1,3002858,rgi,rgi_v1,100.0,NODE_1048_length_1023_cov_64.204545_1,,,56.0,553.0,,,,,+,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic target replacement,,,,,,diaminopyrimidine antibiotic,diaminopyrimidine antibiotic,False,diaminopyrimidine,unknown
823,rgi_report,dfrA14,trimethoprim resistant dihydrofolate reductase dfr,CARD,card_v1,3002859,rgi,rgi_v1,99.34,NODE_972_length_1346_cov_70.786987_1,,,86.0,544.0,,,,,+,,95.0,,,,,,diaminopyrimidineantibiotic,,antibiotic target replacement,,,,,,,diaminopyrimidine antibiotic,False,diaminopyrimidine,unknown
824,rgi_report,dfrA17,trimethoprim resistant dihydrofolate reductase dfr,CARD,card_v1,3002860,rgi,rgi_v1,99.36,NODE_926_length_1610_cov_65.670740_2,,,1069.0,1608.0,,,,,-,,114.01,,,,,,diaminopyrimidineantibiotic,,antibiotic target replacement,,,,,,diaminopyrimidine antibiotic,diaminopyrimidine antibiotic,False,diaminopyrimidine,unknown
825,rgi_report,dfrA19,trimethoprim resistant dihydrofolate reductase dfr,CARD,card_v1,3003015,rgi,rgi_v1,99.47,NODE_925_length_1610_cov_115.917685_2,,,453.0,1022.0,,,,,-,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic target replacement,,,,,,,diaminopyrimidine antibiotic,False,diaminopyrimidine,unknown
826,rgi_report,dfrA8,trimethoprim resistant dihydrofolate reductase dfr,CARD,card_v1,3002863,rgi,rgi_v1,100.0,NODE_985_length_1283_cov_63.096091_2,,,679.0,1188.0,,,,,-,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic target replacement,,,,,,,diaminopyrimidine antibiotic,False,diaminopyrimidine,unknown
827,rgi_report,emrA,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000027,rgi,rgi_v1,88.46,NODE_50_length_170515_cov_64.865312_43,,,41013.0,42185.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic,fluoroquinolone antibiotic,False,quinolone,true_positive
828,rgi_report,emrA,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000027,rgi,rgi_v1,99.74,NODE_76_length_132522_cov_66.433232_43,,,45132.0,46304.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic,fluoroquinolone antibiotic,False,quinolone,true_positive
829,rgi_report,emrB,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000074,rgi,rgi_v1,95.42,NODE_50_length_170515_cov_64.865312_44,,,42202.0,43740.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic,fluoroquinolone antibiotic,False,quinolone,true_positive
830,rgi_report,emrB,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000074,rgi,rgi_v1,100.0,NODE_76_length_132522_cov_66.433232_44,,,46321.0,47859.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic,fluoroquinolone antibiotic,False,quinolone,true_positive
831,rgi_report,emrB,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000074,rgi,rgi_v1,93.86,NODE_344_length_33285_cov_64.394643_27,,,25527.0,27074.0,,,,,+,,100.59,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic,fluoroquinolone antibiotic,False,quinolone,true_positive
832,rgi_report,emrK,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000206,rgi,rgi_v1,100.0,NODE_58_length_157413_cov_63.447813_138,,,119989.0,121044.0,,,,,-,,110.26,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,tetracycline antibiotic,False,tetracycline,true_positive
833,rgi_report,emrR,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000516,rgi,rgi_v1,93.71,NODE_50_length_170515_cov_64.865312_42,,,40352.0,40882.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic,False,quinolone,true_positive
834,rgi_report,emrR,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000516,rgi,rgi_v1,83.13,NODE_51_length_169758_cov_63.363211_10,,,12620.0,13138.0,,,,,-,,97.73,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic,False,quinolone,true_positive
835,rgi_report,emrR,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000516,rgi,rgi_v1,97.16,NODE_76_length_132522_cov_66.433232_42,,,44475.0,45005.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic,False,quinolone,true_positive
836,rgi_report,emrR,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000516,rgi,rgi_v1,92.57,NODE_174_length_70078_cov_65.770333_10,,,10262.0,10792.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic,False,quinolone,true_positive
837,rgi_report,emrR,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000516,rgi,rgi_v1,94.86,NODE_344_length_33285_cov_64.394643_25,,,23677.0,24207.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic,False,quinolone,true_positive
838,rgi_report,emrY,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000254,rgi,rgi_v1,100.0,NODE_58_length_157413_cov_63.447813_137,,,118451.0,119989.0,,,,,-,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,tetracycline antibiotic,False,tetracycline,true_positive
839,rgi_report,eptA,pmr phosphoethanolamine transferase,CARD,card_v1,3003576,rgi,rgi_v1,99.63,NODE_81_length_131505_cov_63.486360_98,,,101042.0,102685.0,,,,,-,,100.0,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
840,rgi_report,evgA,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000832,rgi,rgi_v1,100.0,NODE_58_length_157413_cov_63.447813_139,,,121568.0,122182.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,macrolide,true_positive
840,rgi_report,evgA,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000832,rgi,rgi_v1,100.0,NODE_58_length_157413_cov_63.447813_139,,,121568.0,122182.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,quinolone,true_positive
840,rgi_report,evgA,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000832,rgi,rgi_v1,100.0,NODE_58_length_157413_cov_63.447813_139,,,121568.0,122182.0,,,,,+,,100.0,,,,,,penam,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,betalactam,true_positive
840,rgi_report,evgA,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000832,rgi,rgi_v1,100.0,NODE_58_length_157413_cov_63.447813_139,,,121568.0,122182.0,,,,,+,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,tetracycline,true_positive
841,rgi_report,evgS,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000833,rgi,rgi_v1,97.58,NODE_58_length_157413_cov_63.447813_140,,,122187.0,125780.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,quinolone,true_positive
841,rgi_report,evgS,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000833,rgi,rgi_v1,97.58,NODE_58_length_157413_cov_63.447813_140,,,122187.0,125780.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,macrolide,true_positive
841,rgi_report,evgS,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000833,rgi,rgi_v1,97.58,NODE_58_length_157413_cov_63.447813_140,,,122187.0,125780.0,,,,,+,,100.0,,,,,,penam,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,betalactam,true_positive
841,rgi_report,evgS,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000833,rgi,rgi_v1,97.58,NODE_58_length_157413_cov_63.447813_140,,,122187.0,125780.0,,,,,+,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,False,tetracycline,true_positive
842,rgi_report,farA,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3003961,rgi,rgi_v1,97.92,NODE_305_length_39639_cov_62.776147_30,,,26516.0,27670.0,,,,,-,,100.0,,,,,,antibacterialfreefattyacids,,antibiotic efflux,,,,,,antibacterial free fatty acids,antibacterial free fatty acids,False,free fatty acids,unknown
843,rgi_report,farB,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3003962,rgi,rgi_v1,96.05,NODE_305_length_39639_cov_62.776147_29 ,,,24969.0,26492.0,,,,,-,,99.8,,,,,,antibacterialfreefattyacids,,antibiotic efflux,,,,,,antibacterial free fatty acids,antibacterial free fatty acids,False,free fatty acids,unknown
844,rgi_report,gadW,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3003838,rgi,rgi_v1,95.45,NODE_238_length_50515_cov_64.228260_43,,,48128.0,48856.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,macrolide,true_positive
844,rgi_report,gadW,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3003838,rgi,rgi_v1,95.45,NODE_238_length_50515_cov_64.228260_43,,,48128.0,48856.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,quinolone,true_positive
844,rgi_report,gadW,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3003838,rgi,rgi_v1,95.45,NODE_238_length_50515_cov_64.228260_43,,,48128.0,48856.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,betalactam,true_positive
845,rgi_report,gadX,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000508,rgi,rgi_v1,94.53,NODE_238_length_50515_cov_64.228260_44,,,49225.0,50049.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,macrolide,true_positive
845,rgi_report,gadX,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000508,rgi,rgi_v1,94.53,NODE_238_length_50515_cov_64.228260_44,,,49225.0,50049.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,quinolone,true_positive
845,rgi_report,gadX,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000508,rgi,rgi_v1,94.53,NODE_238_length_50515_cov_64.228260_44,,,49225.0,50049.0,,,,,-,,100.0,,,,,,penam,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; penam,False,betalactam,true_positive
846,rgi_report,kdpE,kdpDE,CARD,card_v1,3003841,rgi,rgi_v1,90.62,NODE_22_length_236255_cov_64.631575_20,,,22956.0,23633.0,,,,,-,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
847,rgi_report,kdpE,kdpDE,CARD,card_v1,3003841,rgi,rgi_v1,99.11,NODE_432_length_22003_cov_63.321259_7,,,7915.0,8592.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,aminoglycoside antibiotic,aminoglycoside antibiotic,False,aminoglycoside,true_positive
848,rgi_report,macA,ATP-binding cassette (ABC) antibiotic efflux pump,CARD,card_v1,3000533,rgi,rgi_v1,99.49,NODE_330_length_35531_cov_62.724264_30,,,28375.0,29553.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,macrolide antibiotic,macrolide antibiotic,False,macrolide,true_positive
849,rgi_report,macB,ATP-binding cassette (ABC) antibiotic efflux pump,CARD,card_v1,3000535,rgi,rgi_v1,99.69,NODE_330_length_35531_cov_62.724264_29,,,26375.0,28309.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,macrolide antibiotic,macrolide antibiotic,False,macrolide,true_positive
850,rgi_report,marA,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,CARD,card_v1,3000263,rgi,rgi_v1,92.74,NODE_10_length_375103_cov_63.572028_21,,,20071.0,20445.0,,,,,-,,97.64,,,,,,carbapenem,,antibiotic efflux; reduced permeability to antibiotic,,,,,,carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem,False,carbapenem,unknown
850,rgi_report,marA,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,CARD,card_v1,3000263,rgi,rgi_v1,92.74,NODE_10_length_375103_cov_63.572028_21,,,20071.0,20445.0,,,,,-,,97.64,,,,,,cephalosporin,,antibiotic efflux; reduced permeability to antibiotic,,,,,,carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem,False,cephalosporin,true_positive
850,rgi_report,marA,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,CARD,card_v1,3000263,rgi,rgi_v1,92.74,NODE_10_length_375103_cov_63.572028_21,,,20071.0,20445.0,,,,,-,,97.64,,,,,,cephamycin,,antibiotic efflux; reduced permeability to antibiotic,,,,,,carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem,False,cephamycin,unknown
850,rgi_report,marA,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,CARD,card_v1,3000263,rgi,rgi_v1,92.74,NODE_10_length_375103_cov_63.572028_21,,,20071.0,20445.0,,,,,-,,97.64,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux; reduced permeability to antibiotic,,,,,,carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem,False,quinolone,true_positive
